venue_db_id,venue_oa_id,name,users_selected,display_name,2yr_mean_citedness,works_count,cited_by_count,issn_l,first_topic,db_concept,jcr_jif,jcr_name
1713039,199280970,ACM Sigmis Database,1,ACM SIGMIS Database the DATABASE for Advances in Information Systems,2.462962962962963,1217.0,31063.0,0095-0033,Decision Sciences,Unknown,2.8,data base for advances in information systems
1690490,90493266,Urban Ecology,1,Urban Ecology,0.0,338.0,4677.0,0304-4009,Environmental Science,Geography,,
1691057,2764408298,Race and justice,1,Race and Justice,2.436619718309859,339.0,3577.0,2153-3687,Social Sciences,Sociology,2.1,race and justice
1692106,2738580907,Communications in Information Literacy,1,Communications in Information Literacy,1.0,330.0,3302.0,1933-5954,Social Sciences,Psychology,0.9,communications in information literacy
1692254,4306533917,Unknown conference,1,Unknown conference,0.0,151.0,190.0,,Engineering,Computer science,,
1692530,4210214063,Nature Aging,1,Nature Aging,10.698795180722891,396.0,9562.0,2662-8465,"Biochemistry, Genetics and Molecular Biology",Medicine,17.0,nature aging
1692626,4306418542,Hot Topics in Networks,1,Hot Topics in Networks,1.9655172413793105,13.0,445.0,,Computer Science,Computer science,,
1692640,4306506831,Conference Publications,1,Conference Publications,0.0,164.0,520.0,,Engineering,Mathematics,,
1693455,2764944344,Public Libraries,1,Public libraries,0.0,303.0,432.0,0163-5506,Social Sciences,Computer science,,
1693536,2764989478,Kronos: journal of Cape history,1,Kronos,0.0434782608695652,290.0,1175.0,0259-0190,Social Sciences,History,,
1693956,362129,Couple and Family Psychology,1,Couple and Family Psychology Research and Practice,2.1927710843373496,299.0,3992.0,2160-4096,Psychology,Psychology,1.9,couple and family psychology-research and practice
1694665,4210239638,Economic anthropology,1,Economic Anthropology,0.9230769230769232,286.0,2069.0,2330-4847,Social Sciences,Economics,1.2,economic anthropology
1695058,205019203,ACM Transactions on Computation Theory,1,ACM Transactions on Computation Theory,0.6842105263157895,282.0,3053.0,1942-3454,Computer Science,Mathematics,0.8,acm transactions on computation theory
1695110,4210184358,Smart cities,1,Smart Cities,10.748538011695906,335.0,8181.0,2624-6511,Engineering,Computer science,7.0,smart cities
1695331,4210215108,Max Weber studies,1,Max Weber Studies,0.0625,283.0,484.0,1470-8078,Social Sciences,Philosophy,,
1695559,4210186468,Polish American studies,1,Polish American Studies,0.0,509.0,395.0,0032-2806,Social Sciences,Political science,,
1695812,2764368169,International Journal for the Study of Skepticism,1,International Journal for the Study of Skepticism,0.032258064516129,281.0,565.0,2210-5697,Arts and Humanities,Philosophy,0.1,international journal for the study of skepticism
1695811,2764647441,Journal of Chemical Engineering,1,Journal of Chemical Engineering,0.0,263.0,917.0,2221-7436,Engineering,Chemistry,,
1696144,4210223594,Frontiers in conservation science,1,Frontiers in Conservation Science,2.149090909090909,313.0,1844.0,2673-611X,Environmental Science,Biology,1.9,frontiers in conservation science
1696228,2764999873,Columbia journalism review,1,Columbia journalism review,0.0,222.0,498.0,0010-194X,Social Sciences,Political science,,
1696246,4306520574,Natur,1,Natur,0.0,266.0,20.0,,Physics and Astronomy,Physics,,
1696935,4210185928,Higher-order and symbolic computation,1,Higher-Order and Symbolic Computation,0.0,259.0,5779.0,1388-3690,Computer Science,Computer science,,
1696940,179124932,Earth Moon and Planets,1,Earth Moon and Planets,0.0,27.0,16.0,,Physics and Astronomy,Physics,,
1697680,36455158,Arms & Armour,1,Arms & Armour,0.0,256.0,184.0,1741-6124,Social Sciences,History,0.1,arms & armour
1697976,4210180148,Journal of Astronomical Instrumentation,1,Journal of Astronomical Instrumentation,1.3488372093023255,259.0,2602.0,2251-1717,Physics and Astronomy,Physics,1.5,journal of astronomical instrumentation
1698358,4210195670,Journal of community archaeology & heritage,1,Journal of Community Archaeology & Heritage,0.3409090909090909,249.0,1202.0,2051-8196,Arts and Humanities,Geography,,
1699460,2764506063,Museum history journal,1,Museum History Journal,0.1764705882352941,241.0,503.0,1936-9816,Arts and Humanities,History,0.1,museum history journal
1699599,4210168512,Religion and society,1,Religion and Society,0.2571428571428571,231.0,1038.0,2150-9298,Social Sciences,Philosophy,0.6,religion and society-advances in research
1700568,92318273,Libraries & Culture,1,Libraries & culture,0.0,54.0,312.0,0894-8631,Social Sciences,History,,
1700960,4210191868,World art,1,World Art,0.3333333333333333,235.0,720.0,2150-0894,Social Sciences,Art,,
1701386,2765022097,Mass spectrometry,1,Mass Spectrometry,0.8636363636363636,225.0,1961.0,2186-5116,Chemistry,Chemistry,,
1702069,52737386,Hebrew Union College Annual,1,Hebrew Union College Annual,0.0,121.0,283.0,0360-9049,Arts and Humanities,Philosophy,,
1702392,4210235488,Grana Palynologica,1,Grana Palynologica,0.0,206.0,3635.0,0374-793X,Agricultural and Biological Sciences,Biology,,
1702658,2952444,Human Ecology Review,1,Human Ecology Review,0.875,212.0,4638.0,1074-4827,Environmental Science,Biology,0.8,human ecology review
1702858,73487365,Asian Journal of Information Technology,1,Asian Journal of Information Technology,0.0,197.0,496.0,1682-3915,Computer Science,Computer science,,
1703944,4210189620,Life course research and social policies,1,Life course research and social policies,0.4464285714285714,246.0,1766.0,2211-7776,Social Sciences,Psychology,,
1704031,2764622389,SAE International journal of transportation safety,1,SAE International Journal of Transportation Safety,0.6904761904761905,187.0,1372.0,2327-5626,Medicine,Engineering,0.7,sae international journal of transportation safety
1704823,4210174627,Citizen science,1,Citizen Science Theory and Practice,2.1686746987951806,198.0,3531.0,2057-4991,Environmental Science,Biology,,
1705161,4210167457,Symposium on Geometry Processing,1,Symposium on Geometry Processing,0.0,142.0,7381.0,1727-8384,Engineering,Computer science,,
1705153,4210178939,Libraries,1,Libraries Culture History and Society,0.1267605633802817,181.0,138.0,2473-0343,Social Sciences,Computer science,,
1705347,104875562,Physics Letters A,1,Physics Letters A,2.4035087719298245,50916.0,880276.0,0375-9601,Physics and Astronomy,Physics,2.3,physics letters a
1705629,4210185114,Journal of materials,1,Journal of Materials,0.0,157.0,2187.0,2314-4866,Engineering,Materials science,,
1706048,4210180361,Research in race and ethnic relations,1,Research in race and ethnic relations,0.0,157.0,368.0,0195-7449,Social Sciences,Sociology,,
1706066,4210196357,NEJM evidence,1,NEJM Evidence,10.395973154362416,196.0,3685.0,2766-5526,"Economics, Econometrics and Finance",Medicine,,
1706057,2764950727,AACE Journal,1,AACE journal,0.0,150.0,3600.0,1551-3696,Social Sciences,Computer science,,
1706167,4306523620,Proceedings of the 2012 iConference,1,Proceedings of the 2012 iConference,0.0,0.0,0.0,,Social Sciences,Computer science,,
1706298,4210234017,Social development issues,1,Social Development Issues,0.4468085106382978,137.0,170.0,0147-1473,Social Sciences,Political science,,
1706480,119844295,International Journal of Numerical Analysis and Modeling,1,International Journal of Numerical Analysis and Modeling,2.25,131.0,1150.0,1705-5105,Engineering,Mathematics,1.3,international journal of numerical analysis and modeling
1706544,4306522089,PASP,1,PASP,0.0,141.0,9.0,,Physics and Astronomy,Physics,,
1706748,2738310975,Journal of Applied Computer Science & Mathematics,1,Journal of Applied Computer Science & Mathematics/Journal of Applied Computer Science,0.1538461538461538,136.0,260.0,1843-1046,Mathematics,Computer science,,
1707376,4210226497,Critical finance review,1,Critical Finance Review,3.55,131.0,3977.0,2164-5744,"Economics, Econometrics and Finance",Economics,1.6,critical finance review
1707486,4306519858,Mexicon,1,Mexicon,0.0,28.0,65.0,,Arts and Humanities,Geography,,
1707560,4210225524,Spatial demography,1,Spatial Demography,1.3055555555555556,133.0,1379.0,2364-2289,Social Sciences,Geography,1.1,spatial demography
1707666,4210223484,Child development research,1,Child Development Research,0.0,125.0,2216.0,2090-3995,Psychology,Psychology,,
1707949,4210216161,AVS quantum science,1,AVS Quantum Science,5.414141414141414,146.0,2416.0,2639-0213,Computer Science,Physics,4.2,avs quantum science
1708460,4306501535,American Astronomical Society,1,American Astronomical Society,0.0,109.0,25.0,,Physics and Astronomy,Physics,,
1708991,4306521496,Online Journal,1,Online Journal,0.0,108.0,30.0,,Social Sciences,Philosophy,,
1709315,4306521536,Open Water Journal,1,Open Water Journal,0.75,102.0,111.0,,Environmental Science,Computer science,,
1709324,4210206961,Native south,1,Native South/Native south,0.0,110.0,241.0,1943-2569,Social Sciences,History,,
1709300,2764872999,The IUP Journal of Monetary Economics,1,The IUP Journal of Monetary Economics,0.0,105.0,178.0,,"Economics, Econometrics and Finance",Economics,,
1709394,4306418023,Conference on Automated Deduction,1,Conference on Automated Deduction,0.0,99.0,427.0,,Computer Science,Computer science,,
1709635,9967140,Handbook of Econometrics,1,Handbook of econometrics,0.0,139.0,13430.0,1573-4412,"Economics, Econometrics and Finance",Computer science,,
1709906,4210197432,Tunisian journal of mathematics,1,Tunisian Journal of Mathematics,0.74,103.0,413.0,2576-7658,Mathematics,Mathematics,0.8,tunisian journal of mathematics
1709978,2765058499,MCJA. Midcontinental journal of archaeology,1,MCJA. Midcontinental journal of archaeology,0.0,28.0,203.0,,Earth and Planetary Sciences,Geography,,
1710187,4210231028,Pure and applied analysis,1,Pure and Applied Analysis,1.2692307692307692,106.0,537.0,2578-5885,Mathematics,Mathematics,,
1710308,4210240911,Journal of linguistic geography,1,Journal of Linguistic Geography,0.391304347826087,91.0,595.0,2049-7547,Social Sciences,Philosophy,,
1711309,4210231780,Asian Archaeology,1,Asian Archaeology,0.6153846153846154,69.0,194.0,2520-8098,Earth and Planetary Sciences,History,,
1711479,4306420145,International Symposium on Experimental Robotics,1,International Symposium on Experimental Robotics,0.0,45.0,125.0,,Engineering,Computer science,,
1712724,4220650942,Glossa Psycholinguistics,1,Glossa Psycholinguistics,1.1578947368421053,27.0,75.0,2767-0279,Neuroscience,Philosophy,,
1712742,1013037020,Matematicheskii Sbornik,1,,,,,,,,,
1712723,78141541,International Journal of Feminist Approaches To Bioethics,1,International Journal of Feminist Approaches to Bioethics,0.2619047619047619,645.0,3269.0,1937-4577,Medicine,Political science,0.3,international journal of feminist approaches to bioethics
1712748,4210200668,Open Anthropological Research,1,Open Anthropological Research,1.5789473684210529,21.0,157.0,2657-4233,"Economics, Econometrics and Finance",Sociology,,
1712766,4210182901,Compositionality,1,Compositionality,1.6666666666666667,19.0,111.0,2631-4444,Mathematics,Mathematics,,
1712848,4210214195,SAPIENS,1,SAPIENS,0.0,12.0,610.0,1993-3800,Environmental Science,Biology,,
1712876,4210183673,Debates in the digital humanities,1,Debates in the digital humanities,3.6666666666666665,12.0,333.0,2380-5927,Arts and Humanities,Art,,
1712898,2735686177,Res: Anthropology and aesthetics,1,Res: Anthropology and aesthetics,0.0,9.0,1.0,,Social Sciences,Geography,,
1663519,151314372,Journal of Group Theory,1,Journal of Group Theory,0.3,1465.0,8658.0,1433-5883,Mathematics,Mathematics,0.4,journal of group theory
1678876,4210176598,SIGKDD explorations,1,ACM SIGKDD Explorations Newsletter,4.615384615384615,595.0,67502.0,1931-0145,Computer Science,Computer science,,
1669470,2492086750,ACM Transactions on Intelligent Systems and Technology,1,ACM Transactions on Intelligent Systems and Technology,5.884816753926701,1002.0,62406.0,2157-6904,Social Sciences,Computer science,7.2,acm transactions on intelligent systems and technology
1656125,114241109,IEEE Intelligent Systems,1,IEEE Intelligent Systems,3.1546052631578947,2850.0,84062.0,1541-1672,Computer Science,Computer science,5.6,ieee intelligent systems
1658029,136993123,Data and Knowledge Engineering,1,Data & Knowledge Engineering,3.5849056603773586,2357.0,63047.0,0169-023X,Computer Science,Computer science,2.7,data & knowledge engineering
1649709,4210171413,Comparative biochemistry and physiology. B. Comparative biochemistry,1,Comparative Biochemistry and Physiology Part B Comparative Biochemistry,0.0,8579.0,102267.0,0305-0491,Agricultural and Biological Sciences,Biology,,
1702541,4210171286,npj clean water,1,npj Clean Water,10.295081967213116,246.0,9974.0,2059-7037,Environmental Science,Biology,10.4,npj clean water
1665792,187383566,Journal of Consciousness Studies,1,Journal of Consciousness Studies,4.4714285714285715,1212.0,25646.0,1355-8250,Psychology,Psychology,1.6,journal of consciousness studies
1670109,4210226666,Historia mexicana el colegio de México,1,,,,,,,,,
1661770,207806050,Water Policy,1,Water Policy,1.679245283018868,1677.0,34459.0,1366-7017,Engineering,Economics,1.5,water policy
1650989,195914795,Computers & Fluids,1,Computers & Fluids,2.762088974854932,6286.0,161907.0,0045-7930,Engineering,Physics,2.5,computers & fluids
1682612,102790982,Journal of Behavioral Economics,1,Journal of Behavioral Economics,0.0,485.0,7471.0,0090-5720,"Economics, Econometrics and Finance",Economics,,
1663901,4306501585,American historial review. Clases I,1,American historial review. Clases I,0.0,1402.0,3696.0,,Social Sciences,History,,
1680046,4306418605,IEEE Conference on Mass Storage Systems and Technologies,1,IEEE Conference on Mass Storage Systems and Technologies,0.0,227.0,546.0,,Computer Science,Computer science,,
1686836,4210226731,Big data,1,Big Data,4.109090909090909,424.0,11335.0,2167-6461,"Business, Management and Accounting",Computer science,2.6,big data
1673331,2765051477,Trends in Applied and Computational Mathematics,1,TEMA (São Carlos),0.0,713.0,1171.0,1677-1966,Computer Science,Physics,,
1710622,23629409,Journals of Gerontology Series B-psychological Sciences and Social Sciences,1,Journals of Gerontology Series B-psychological Sciences and Social Sciences,0.0,55.0,114.0,,Social Sciences,Psychology,,
1673004,4210228916,Group & organization studies,1,Group & Organization Studies,0.0,794.0,19121.0,0364-1082,"Business, Management and Accounting",Psychology,,
1712979,2735732227,HOPOS: The Journal of the International Society for the History of Philosophy of Science,1,HOPOS The Journal of the International Society for the History of Philosophy of Science,0.5774647887323944,450.0,861.0,2156-6240,Arts and Humanities,Computer science,0.4,hopos-the journal of the international society for the history of philosophy of science
1651687,4210208295,The papers of the Bibliographical Society of America,1,The Papers of the Bibliographical Society of America,0.0408163265306122,5357.0,5335.0,0006-128X,Social Sciences,History,0.4,papers of the bibliographical society of america
1661334,4210168092,Journal of the history of economic thought,1,Journal of the History of Economic Thought,0.6377952755905512,1758.0,8955.0,1053-8372,"Economics, Econometrics and Finance",Economics,1.2,journal of the history of economic thought
1662112,105799767,European Journal of The History of Economic Thought,1,European Journal of the History of Economic Thought,0.5234899328859061,1614.0,9675.0,0967-2567,"Economics, Econometrics and Finance",Economics,0.6,european journal of the history of economic thought
1661999,180784258,The Review of Black Political Economy,1,The Review of Black Political Economy,1.2549019607843137,1633.0,8813.0,0034-6446,Social Sciences,Political science,,
1709303,4210171931,Journal of latinx psychology,1,Journal of Latinx Psychology,1.836734693877551,115.0,834.0,2578-8086,Social Sciences,Psychology,2.1,journal of latinx psychology
1667557,106903054,Wind and Structures,1,Wind and Structures,0.9027777777777778,1093.0,12245.0,1226-6116,Environmental Science,Physics,1.3,wind and structures
1693766,4210225821,Network neuroscience,1,Network Neuroscience,4.609523809523809,324.0,7822.0,2472-1751,Neuroscience,Biology,3.6,network neuroscience
1692854,18195182,Water History,1,Water History,1.4883720930232558,318.0,2506.0,1877-7236,Social Sciences,History,,
1700429,4210227871,Cultural diversity and mental health,1,Cultural Diversity & Mental Health,0.0,214.0,2631.0,1077-341X,Psychology,Psychology,,
1682897,82137956,Asian American Journal of Psychology,1,Asian American Journal of Psychology,2.1707317073170733,488.0,9032.0,1948-1993,Social Sciences,Psychology,2.4,asian american journal of psychology
1676192,2764347033,Multicultural Education,1,Multicultural education,0.6,664.0,4594.0,1068-3844,Agricultural and Biological Sciences,Sociology,,
1652987,137947318,Computational and Theoretical Chemistry,1,Computational and Theoretical Chemistry,3.0289256198347108,4373.0,45133.0,2210-271X,Physics and Astronomy,Chemistry,3.0,computational and theoretical chemistry
1667500,2595917421,Frontiers for Young Minds,1,Frontiers for Young Minds,0.1973684210526315,1174.0,1158.0,2296-6846,Neuroscience,Biology,,
1657222,165253824,The Scandinavian Journal of Economics,1,Scandinavian Journal of Economics,1.75,2369.0,78441.0,0347-0520,"Economics, Econometrics and Finance",Economics,1.3,scandinavian journal of economics
1661150,173527311,IEEE Transactions on Network and Service Management,1,IEEE Transactions on Network and Service Management,5.555555555555555,1973.0,39703.0,1932-4537,Computer Science,Computer science,4.7,ieee transactions on network and service management
1678635,2764481657,Journal of the Scholarship of Teaching and Learning,1,Journal of the Scholarship of Teaching and Learning,0.4528301886792453,521.0,5373.0,1527-9316,Social Sciences,Psychology,,
1654786,9314624,Progress in Oceanography,1,Progress In Oceanography,3.9318181818181817,3364.0,185047.0,0079-6611,Earth and Planetary Sciences,Geology,3.8,progress in oceanography
1695344,23251351,The Journal of Entrepreneurial Finance,1,The journal of entrepreneurial finance,0.0,18.0,45.0,2373-1753,"Business, Management and Accounting",Business,,
1667776,26035906,Biofabrication,1,Biofabrication,8.276119402985074,1131.0,64473.0,1758-5082,Engineering,Medicine,8.2,biofabrication
1688742,4210189949,International perspectives on sexual and reproductive health,1,International Perspectives on Sexual and Reproductive Health,0.0,344.0,8969.0,1944-0391,Medicine,Medicine,,
1710235,4210228720,Asia-Pacific language variation,1,Asia-Pacific Language Variation,0.0869565217391304,93.0,428.0,2215-1354,Social Sciences,Computer science,0.2,asia-pacific language variation
1657531,78571599,Journal of Computational Biology,1,Journal of Computational Biology,2.2058823529411766,2462.0,110483.0,1066-5277,"Biochemistry, Genetics and Molecular Biology",Computer science,1.4,journal of computational biology
1674044,2764410803,Progress in Superconductivity and Cryogenics,1,Progress in Superconductivity and Cryogenics,0.0,753.0,644.0,1229-3008,Engineering,Materials science,0.2,progress in superconductivity and cryogenics
1647771,119074828,IEEE Transactions on Applied Superconductivity,1,IEEE Transactions on Applied Superconductivity,1.743202416918429,22064.0,238557.0,1051-8223,Physics and Astronomy,Physics,1.7,ieee transactions on applied superconductivity
1649633,93909106,Superconductor Science and Technology,1,Superconductor Science and Technology,3.533707865168539,8860.0,155437.0,0953-2048,Physics and Astronomy,Physics,3.7,superconductor science & technology
1651770,17551360,Water Resources Management,1,Water Resources Management,4.149851632047477,5116.0,165119.0,0920-4741,Engineering,Engineering,3.9,water resources management
1691365,126021079,International Journal of Sport Finance,1,International Journal of Sport Finance,0.5909090909090909,306.0,3105.0,1558-6235,"Economics, Econometrics and Finance",Economics,0.9,international journal of sport finance
1670871,2764747635,The Journal of European economic history,1,Journal of European economic history/The Journal of European economic history,0.0,865.0,3352.0,0391-5115,"Economics, Econometrics and Finance",Economics,,
1659815,155723790,Medicinal Chemistry,1,Medicinal Chemistry,1.6255707762557077,1993.0,20153.0,1573-4064,Chemistry,Biology,1.9,medicinal chemistry
1661141,51590970,Brain Imaging and Behavior,1,Brain Imaging and Behavior,2.750733137829912,1751.0,43779.0,1931-7557,Neuroscience,Medicine,2.4,brain imaging and behavior
1676695,38901890,International Journal of Accounting Information Systems,1,International Journal of Accounting Information Systems,5.48936170212766,659.0,22465.0,1467-0895,"Business, Management and Accounting",Computer science,4.1,international journal of accounting information systems
1708192,4210167556,Research integrity and peer review,1,Research Integrity and Peer Review,6.863636363636363,118.0,5040.0,2058-8615,Decision Sciences,Political science,7.2,research integrity and peer review
1678819,99485778,Physics in Perspective,1,Physics in Perspective,0.08,584.0,2863.0,1422-6944,Arts and Humanities,Physics,0.1,physics in perspective
1679017,194389430,Frontiers in Heat and Mass Transfer,1,Frontiers in Heat and Mass Transfer,0.9214285714285714,611.0,3911.0,2151-8629,Engineering,Physics,1.1,frontiers in heat and mass transfer
1674445,16559285,Learning & Behavior,1,Learning & Behavior,1.6944444444444444,760.0,10920.0,1543-4494,Neuroscience,Psychology,1.9,learning & behavior
1670587,207053439,Cognitive Linguistics,1,Cognitive Linguistics,1.339622641509434,912.0,31737.0,0936-5907,Psychology,Philosophy,1.8,cognitive linguistics
1696469,4210200841,Language and culture,1,Language and Culture,0.0,265.0,114.0,2410-9266,Social Sciences,Philosophy,,
1689692,4210168520,White paper series,1,White paper series,0.0,353.0,201.0,2194-1416,Arts and Humanities,Philosophy,,
1662672,93508928,Journal of Addictive Diseases,1,Journal of Addictive Diseases,1.7884615384615383,1515.0,32027.0,1055-0887,Medicine,Medicine,1.6,journal of addictive diseases
1663782,16766717,Alcoholism Treatment Quarterly,1,Alcoholism Treatment Quarterly,0.7733333333333333,1428.0,12755.0,0734-7324,Medicine,Psychology,0.6,alcoholism treatment quarterly
1654600,39541053,International Journal of Public Administration,1,International Journal of Public Administration,2.0775193798449614,3407.0,39920.0,0190-0692,Social Sciences,Political science,1.8,international journal of public administration
1663243,24809831,Journal of Housing and The Built Environment,1,Journal of Housing and the Built Environment,1.849246231155779,1510.0,20858.0,1566-4910,"Economics, Econometrics and Finance",Economics,1.8,journal of housing and the built environment
1664673,53517189,Planning Practice and Research,1,Planning Practice and Research,2.103448275862069,1352.0,18864.0,0269-7459,Social Sciences,Political science,2.0,planning practice and research
1682178,2898353726,Neurobiology of Stress,1,Neurobiology of Stress,5.36,525.0,17435.0,2352-2895,Neuroscience,Biology,4.3,neurobiology of stress
1666711,19210902,Police Practice and Research,1,Police Practice and Research,1.7407407407407407,1180.0,14894.0,1477-271X,Social Sciences,Political science,1.4,police practice and research
1673354,6711362,Housing Theory and Society,1,Housing Theory and Society,1.5789473684210529,789.0,15417.0,1403-6096,"Economics, Econometrics and Finance",Sociology,2.5,housing theory & society
1706177,2735938357,Perspectives on Public Management and Governance,1,Perspectives on Public Management and Governance,2.4915254237288136,154.0,2604.0,2398-4910,Social Sciences,Political science,2.7,perspectives on public management and governance
1668583,164728804,Zebrafish,1,Zebrafish,1.6388888888888888,1038.0,22540.0,1545-8547,"Biochemistry, Genetics and Molecular Biology",Biology,1.4,zebrafish
1660169,4306532155,The Encyclopedia of Ancient History,1,The Encyclopedia of Ancient History,0.0172413793103448,3.0,0.0,,Social Sciences,History,,
1671224,4210192090,Dumbarton Oaks papers,1,Dumbarton Oaks Papers,0.0,864.0,24522.0,0070-7546,Arts and Humanities,History,,
1677174,43156200,Federal Reserve Bank of St Louis Review,1,Review,5.5,89.0,954.0,0014-9187,"Economics, Econometrics and Finance",Economics,2.9,federal reserve bank of st louis review
1696513,4306497725,2009 Meeting Papers,1,2009 Meeting Papers,0.0,263.0,261.0,,"Economics, Econometrics and Finance",Economics,,
1699608,4306497979,2015 Meeting Papers,1,2015 Meeting Papers,0.0,229.0,128.0,,"Economics, Econometrics and Finance",Economics,,
1688265,4210212913,California historical quarterly,1,California Historical Quarterly,0.0,376.0,353.0,0097-6059,Environmental Science,Computer science,,
1706746,4210211345,The journal for the history of analytical philosophy,1,Journal for the History of Analytical Philosophy,0.1395348837209302,140.0,610.0,2159-0303,Psychology,Philosophy,,
1664319,136099329,Qualitative Research,1,Qualitative Research,3.078787878787878,1378.0,70012.0,1468-7941,Social Sciences,Sociology,3.2,qualitative research
1658630,4019948,Journal of Attention Disorders,1,Journal of Attention Disorders,3.0176470588235293,2248.0,67608.0,1087-0547,Medicine,Psychology,2.7,journal of attention disorders
1675315,4210232714,Nature metabolism,1,Nature Metabolism,13.666666666666666,781.0,35553.0,2522-5812,Medicine,Biology,18.9,nature metabolism
1677238,67927131,South Asian History and Culture,1,South Asian History and Culture,0.6635514018691588,652.0,2263.0,1947-2498,Social Sciences,Sociology,0.9,south asian history and culture
1655847,76904441,American Journal of Critical Care,1,American Journal of Critical Care,1.8894472361809045,2793.0,66320.0,1062-3264,Health Professions,Medicine,2.7,american journal of critical care
1673486,162068045,Self and Identity,1,Self and Identity,1.6176470588235294,783.0,39098.0,1529-8868,Social Sciences,Psychology,1.7,self and identity
1706777,4210183302,Annals of PDE,1,Annals of PDE,2.2641509433962264,148.0,2782.0,2524-5317,Mathematics,Mathematics,2.4,annals of pde
1689207,4306521825,Other repository,1,Other repository,0.0,340.0,268.0,,Social Sciences,Computer science,,
1651548,4210214101,Healthcare,1,Healthcare,2.9608017817371937,6858.0,63753.0,2227-9032,Psychology,Medicine,2.4,healthcare
1681748,2764373473,Women in Judaism: A Multidisciplinary e-Journal,1,Women in Judaism A Multidisciplinary e-Journal,0.0256410256410256,507.0,171.0,1209-9392,Social Sciences,History,,
1671271,142132501,Monte Carlo Methods and Applications,1,Monte Carlo Methods and Applications,0.7966101694915254,879.0,4899.0,0929-9629,"Economics, Econometrics and Finance",Mathematics,0.8,monte carlo methods and applications
1652635,128968821,Research Quarterly for Exercise and Sport,1,Research Quarterly for Exercise and Sport,1.3417085427135678,4022.0,118355.0,0270-1367,Medicine,Psychology,1.4,research quarterly for exercise and sport
1649751,32114090,Mathematics and Computers in Simulation,1,Mathematics and Computers in Simulation,4.687657430730479,8637.0,174236.0,0378-4754,Mathematics,Computer science,4.4,mathematics and computers in simulation
1650431,182710874,Mathematical and Computer Modelling,1,Mathematical and Computer Modelling,0.0,7020.0,144392.0,0895-7177,Medicine,Mathematics,,
1676115,163925792,Journal of Medieval and Early Modern Studies,1,Journal of Medieval and Early Modern Studies,0.1694915254237288,674.0,4997.0,1082-9636,Arts and Humanities,Art,0.4,journal of medieval and early modern studies
1669915,2913218823,Journal of Water Science,1,Revue des sciences de l eau,0.0,942.0,4661.0,0992-7158,Environmental Science,Geography,,
1664372,129236917,World Wide Web,1,World Wide Web,3.5641025641025643,1379.0,25405.0,1386-145X,Computer Science,Computer science,2.7,world wide web-internet and web information systems
1709970,4210202763,Secularism & nonreligion,1,Secularism and Nonreligion,1.2857142857142858,98.0,1170.0,2053-6712,Social Sciences,Philosophy,1.7,secularism & nonreligion
1652830,67703274,Journal of Religion & Health,1,Journal of Religion and Health,2.51559934318555,4464.0,55869.0,0022-4197,Social Sciences,Psychology,2.2,journal of religion & health
1691552,97630619,Journal of World Prehistory,1,Journal of World Prehistory,5.25,328.0,20849.0,0892-7537,Earth and Planetary Sciences,Geography,3.8,journal of world prehistory
1712504,4306420688,Passive and Active Network Measurement,1,Passive and Active Network Measurement,0.0,24.0,242.0,,Computer Science,Computer science,,
1702334,4306506633,Communications in Computing,1,Communications in Computing,0.0,208.0,203.0,,Computer Science,Computer science,,
1660909,84394799,International Journal of Sociology and Social Policy,1,International Journal of Sociology and Social Policy,1.4642857142857142,1777.0,23260.0,0144-333X,Social Sciences,Political science,1.2,international journal of sociology and social policy
1670089,132495599,European Journal of Social Theory,1,European Journal of Social Theory,2.460526315789474,944.0,32199.0,1368-4310,Social Sciences,Sociology,2.3,european journal of social theory
1657761,57770130,Journal of Drug Issues,1,Journal of Drug Issues,1.465346534653465,2397.0,46200.0,0022-0426,Medicine,Psychology,1.2,journal of drug issues
1664609,6756005,Sigir Forum,1,ACM SIGIR Forum,0.6626506024096386,1365.0,26579.0,0163-5840,Computer Science,Computer science,,
1653174,33368595,International Journal of Approximate Reasoning,1,International Journal of Approximate Reasoning,3.301242236024845,3581.0,90214.0,0888-613X,Computer Science,Computer science,3.2,international journal of approximate reasoning
1658996,57090429,Philosophy & Social Criticism,1,Philosophy & Social Criticism,1.128491620111732,2128.0,21066.0,0191-4537,Social Sciences,Philosophy,0.6,philosophy & social criticism
1672028,81746323,Journal of Political Philosophy,1,Journal of Political Philosophy,2.452830188679245,854.0,40306.0,0963-8016,Social Sciences,Political science,2.9,journal of political philosophy
1680767,4210237014,The Lancet Digital Health,1,The Lancet Digital Health,12.224274406332452,576.0,28684.0,2589-7500,Medicine,Medicine,23.8,lancet digital health
1684912,54227673,Georgetown Law Journal,1,The Georgetown law journal,0.0,377.0,2295.0,0016-8092,Social Sciences,Political science,1.8,georgetown law journal
1667583,2764746205,The American University law review,1,The American University law review,0.0,1026.0,2745.0,0003-1453,Social Sciences,Political science,,
1680406,115725456,University of Pennsylvania Journal of Business Law,1,University of Pennsylvania journal of business law,0.3333333333333333,537.0,678.0,1945-2934,Social Sciences,Political science,,
1684918,2764743617,Georgia law review,1,Georgia law review,0.1481481481481481,344.0,548.0,0016-8300,Social Sciences,Political science,,
1661276,11710983,Biomechanics and Modeling in Mechanobiology,1,Biomechanics and Modeling in Mechanobiology,3.2664233576642334,1770.0,53069.0,1617-7940,Engineering,Biology,3.0,biomechanics and modeling in mechanobiology
